#name=fungi_odb10
#domain=eukaryota
#creation_date=2021-06-28
#number_of_BUSCOs=758
#number_of_species=549
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
133954at4751	cop9 signalosome complex subunit 12	https://www.orthodb.org/v10?query=133954at4751
204508at4751	mRNA cleavage and polyadenylation factor CLP1	https://www.orthodb.org/v10?query=204508at4751
62846at4751	Ribosome biogenesis protein tsr1	https://www.orthodb.org/v10?query=62846at4751
246207at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=246207at4751
387759at4751	Mitochondrial inner membrane protease ATP23	https://www.orthodb.org/v10?query=387759at4751
453909at4751	Histidine protein methyltransferase 1	https://www.orthodb.org/v10?query=453909at4751
337150at4751	Exocyst complex component Sec10	https://www.orthodb.org/v10?query=337150at4751
4523at4751	Pre-mRNA-processing-splicing factor 8	https://www.orthodb.org/v10?query=4523at4751
265325at4751	ubiquinol-cytochrome c reductase core subunit 2	https://www.orthodb.org/v10?query=265325at4751
360800at4751	plus-3-domain-containing protein	https://www.orthodb.org/v10?query=360800at4751
76196at4751	Histidine biosynthesis trifunctional protein	https://www.orthodb.org/v10?query=76196at4751
484805at4751	Pre-mRNA-splicing factor syf2	https://www.orthodb.org/v10?query=484805at4751
348020at4751	Formyl transferase, N-terminal	https://www.orthodb.org/v10?query=348020at4751
411518at4751	Low-temperature viability protein ltv1	https://www.orthodb.org/v10?query=411518at4751
34830at4751	Elongator complex protein 1	https://www.orthodb.org/v10?query=34830at4751
329067at4751	Anaphase-promoting complex subunit 2	https://www.orthodb.org/v10?query=329067at4751
302127at4751	Integral membrane protein	https://www.orthodb.org/v10?query=302127at4751
84250at4751	TRAPP II complex, TRAPPC10	https://www.orthodb.org/v10?query=84250at4751
98739at4751	Homoaconitase, mitochondrial	https://www.orthodb.org/v10?query=98739at4751
285477at4751	RNA polymerase II subunit A	https://www.orthodb.org/v10?query=285477at4751
336181at4751	Adenosine kinase	https://www.orthodb.org/v10?query=336181at4751
417109at4751	Mediator of RNA polymerase II transcription subunit 7	https://www.orthodb.org/v10?query=417109at4751
104173at4751	Noc2-domain-containing protein	https://www.orthodb.org/v10?query=104173at4751
321728at4751	GPI-anchor transamidase	https://www.orthodb.org/v10?query=321728at4751
456963at4751	Multiprotein-bridging factor 1	https://www.orthodb.org/v10?query=456963at4751
483370at4751	Ribosomal protein L27	https://www.orthodb.org/v10?query=483370at4751
378376at4751	DUF1682-domain-containing protein	https://www.orthodb.org/v10?query=378376at4751
94384at4751	DNA topoisomerase	https://www.orthodb.org/v10?query=94384at4751
374548at4751	SGS domain	https://www.orthodb.org/v10?query=374548at4751
452947at4751	Fe-S cluster assembly protein DRE2	https://www.orthodb.org/v10?query=452947at4751
420527at4751	SEP domain	https://www.orthodb.org/v10?query=420527at4751
452759at4751	Translation initiation factor 1A (eIF-1A)	https://www.orthodb.org/v10?query=452759at4751
319121at4751	Zinc finger, UBR-type	https://www.orthodb.org/v10?query=319121at4751
38184at4751	AP-3 complex subunit delta	https://www.orthodb.org/v10?query=38184at4751
468408at4751	Vacuolar fusion protein MON1	https://www.orthodb.org/v10?query=468408at4751
7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain	https://www.orthodb.org/v10?query=7423at4751
410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	https://www.orthodb.org/v10?query=410782at4751
171238at4751	Succinate--CoA ligase 	https://www.orthodb.org/v10?query=171238at4751
7545at4751	Anaphase-promoting complex subunit 1	https://www.orthodb.org/v10?query=7545at4751
209619at4751	Threonylcarbamoyl-AMP synthase	https://www.orthodb.org/v10?query=209619at4751
13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal	https://www.orthodb.org/v10?query=13224at4751
494427at4751	Cytochrome c oxidase subunit 6, mitochondrial	https://www.orthodb.org/v10?query=494427at4751
358118at4751	Splicing factor 3B subunit 2	https://www.orthodb.org/v10?query=358118at4751
443595at4751	snare-like protein	https://www.orthodb.org/v10?query=443595at4751
311048at4751	Deoxyhypusine hydroxylase	https://www.orthodb.org/v10?query=311048at4751
363593at4751	Pre-mRNA-splicing factor CWC2	https://www.orthodb.org/v10?query=363593at4751
330629at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=330629at4751
138697at4751	Threonine synthase	https://www.orthodb.org/v10?query=138697at4751
497024at4751	Zinc finger C2H2-type	https://www.orthodb.org/v10?query=497024at4751
409761at4751	Coatomer subunit epsilon	https://www.orthodb.org/v10?query=409761at4751
20600at4751	glycine dehydrogenase	https://www.orthodb.org/v10?query=20600at4751
438731at4751	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=438731at4751
56432at4751	putative exocyst complex component sec8	https://www.orthodb.org/v10?query=56432at4751
185399at4751	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase	https://www.orthodb.org/v10?query=185399at4751
405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3	https://www.orthodb.org/v10?query=405898at4751
241483at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=241483at4751
315802at4751	tRNA dimethylallyltransferase	https://www.orthodb.org/v10?query=315802at4751
299583at4751	Gtr1/RagA G protein	https://www.orthodb.org/v10?query=299583at4751
372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	https://www.orthodb.org/v10?query=372381at4751
93783at4751	ER membrane protein complex subunit 1	https://www.orthodb.org/v10?query=93783at4751
308236at4751	Sda1	https://www.orthodb.org/v10?query=308236at4751
252469at4751	Phosphatidate cytidylyltransferase	https://www.orthodb.org/v10?query=252469at4751
173428at4751	Aminoacyl-tRNA synthetase, class II	https://www.orthodb.org/v10?query=173428at4751
369435at4751	Triosephosphate isomerase	https://www.orthodb.org/v10?query=369435at4751
354679at4751	Cell differentiation protein rcd1	https://www.orthodb.org/v10?query=354679at4751
317335at4751	Anthranilate phosphoribosyltransferase	https://www.orthodb.org/v10?query=317335at4751
351351at4751	Mannosyltransferase	https://www.orthodb.org/v10?query=351351at4751
771at4751	PIK-related kinase	https://www.orthodb.org/v10?query=771at4751
57081at4751	Splicing factor 3B subunit 1	https://www.orthodb.org/v10?query=57081at4751
307144at4751	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=307144at4751
103836at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=103836at4751
219236at4751	Actin family	https://www.orthodb.org/v10?query=219236at4751
50786at4751	Eukaryotic translation initiation factor 3 subunit B	https://www.orthodb.org/v10?query=50786at4751
339525at4751	Aminomethyltransferase	https://www.orthodb.org/v10?query=339525at4751
378295at4751	Exosome complex component RRP43	https://www.orthodb.org/v10?query=378295at4751
170904at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=170904at4751
5995at4751	Protein kinase domain	https://www.orthodb.org/v10?query=5995at4751
414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial	https://www.orthodb.org/v10?query=414508at4751
292418at4751	Pyruvate kinase	https://www.orthodb.org/v10?query=292418at4751
410991at4751	Translationally controlled tumour protein	https://www.orthodb.org/v10?query=410991at4751
281299at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	https://www.orthodb.org/v10?query=281299at4751
338301at4751	37S ribosomal protein S25, mitochondrial	https://www.orthodb.org/v10?query=338301at4751
464711at4751	Mitochondrial import inner membrane translocase subunit TIM23	https://www.orthodb.org/v10?query=464711at4751
444399at4751	ribosomal protein L14	https://www.orthodb.org/v10?query=444399at4751
389565at4751	Cytochrome c-like domain	https://www.orthodb.org/v10?query=389565at4751
444892at4751	Cytoplasmic tRNA 2-thiolation protein 2	https://www.orthodb.org/v10?query=444892at4751
165243at4751	General transcription and DNA repair factor IIH	https://www.orthodb.org/v10?query=165243at4751
269389at4751	V-type proton ATPase subunit	https://www.orthodb.org/v10?query=269389at4751
269939at4751	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=269939at4751
378436at4751	Signal recognition particle subunit SRP68	https://www.orthodb.org/v10?query=378436at4751
183720at4751	RNA helicase	https://www.orthodb.org/v10?query=183720at4751
399376at4751	Ribosome biogenesis protein BRX1	https://www.orthodb.org/v10?query=399376at4751
37642at4751	RNB-domain-containing protein	https://www.orthodb.org/v10?query=37642at4751
224693at4751	Dol-P-Man	https://www.orthodb.org/v10?query=224693at4751
259444at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=259444at4751
135184at4751	Nitrogen permease regulator 2	https://www.orthodb.org/v10?query=135184at4751
49476at4751	Dynamin, GTPase domain	https://www.orthodb.org/v10?query=49476at4751
397465at4751	Vacuolar protein sorting-associated protein 28	https://www.orthodb.org/v10?query=397465at4751
138833at4751	Protein phosphatase PP2A regulatory subunit A	https://www.orthodb.org/v10?query=138833at4751
378430at4751	Serine/threonine-protein kinase RIO1	https://www.orthodb.org/v10?query=378430at4751
142357at4751	Ribosomal protein S5 domain 2-type fold	https://www.orthodb.org/v10?query=142357at4751
353762at4751	Chitin synthase export chaperone	https://www.orthodb.org/v10?query=353762at4751
216270at4751	Rab GDP dissociation inhibitor	https://www.orthodb.org/v10?query=216270at4751
461238at4751	Transcription elongation factor SPT4	https://www.orthodb.org/v10?query=461238at4751
284377at4751	Serine/threonine-protein kinase, active site	https://www.orthodb.org/v10?query=284377at4751
179025at4751	Nucleotide-diphospho-sugar transferase	https://www.orthodb.org/v10?query=179025at4751
14986at4751	DNA-directed RNA polymerase	https://www.orthodb.org/v10?query=14986at4751
459844at4751	Adenylate kinase isoenzyme 6 homolog	https://www.orthodb.org/v10?query=459844at4751
127140at4751	Protein arginine N-methyltransferase	https://www.orthodb.org/v10?query=127140at4751
23198at4751	Glycogen debranching enzyme	https://www.orthodb.org/v10?query=23198at4751
477057at4751	translation machinery-associated protein 16	https://www.orthodb.org/v10?query=477057at4751
10531at4751	Rapamycin-insensitive companion of mTOR, domain 4	https://www.orthodb.org/v10?query=10531at4751
411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal	https://www.orthodb.org/v10?query=411919at4751
122824at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=122824at4751
396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase	https://www.orthodb.org/v10?query=396842at4751
351858at4751	Eukaryotic translation initiation factor 6	https://www.orthodb.org/v10?query=351858at4751
431607at4751	Translation machinery-associated protein 20	https://www.orthodb.org/v10?query=431607at4751
317276at4751	Protein kinase domain	https://www.orthodb.org/v10?query=317276at4751
376442at4751	Vps52	https://www.orthodb.org/v10?query=376442at4751
428342at4751	Ribosomal protein S19	https://www.orthodb.org/v10?query=428342at4751
115993at4751	Ribosome biogenesis protein ERB1	https://www.orthodb.org/v10?query=115993at4751
310718at4751	Exocyst complex component Sec6	https://www.orthodb.org/v10?query=310718at4751
84829at4751	DUF747-domain-containing protein	https://www.orthodb.org/v10?query=84829at4751
371481at4751	Ribosome maturation protein SBDS, N-terminal	https://www.orthodb.org/v10?query=371481at4751
