#name=mucoromycota_odb10
#domain=eukaryota
#creation_date=2020-08-05
#number_of_BUSCOs=1614
#number_of_species=21
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
24562at1913637	Mitochondrial inner membrane protease subunit	https://www.orthodb.org/v10?query=24562at1913637
10023at1913637	Tyrosine aminotransferase	https://www.orthodb.org/v10?query=10023at1913637
28156at1913637	IGR protein motif	https://www.orthodb.org/v10?query=28156at1913637
30148at1913637	DUF1909-domain-containing protein	https://www.orthodb.org/v10?query=30148at1913637
547at1913637	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	https://www.orthodb.org/v10?query=547at1913637
27903at1913637	ribonucleoprotein-associated protein	https://www.orthodb.org/v10?query=27903at1913637
24910at1913637	pre-mrna-splicing factor 38a	https://www.orthodb.org/v10?query=24910at1913637
4400at1913637	AP complex subunit beta	https://www.orthodb.org/v10?query=4400at1913637
25795at1913637	dUTPase-like protein	https://www.orthodb.org/v10?query=25795at1913637
25305at1913637	acyl-CoA N-acyltransferase	https://www.orthodb.org/v10?query=25305at1913637
27525at1913637	Peptide methionine sulfoxide reductase msrB	https://www.orthodb.org/v10?query=27525at1913637
4165at1913637	Ribonuclease H-like domain-containing protein	https://www.orthodb.org/v10?query=4165at1913637
2347at1913637	N-acetyl-gamma-glutamyl-phosphate reductase, active site	https://www.orthodb.org/v10?query=2347at1913637
15169at1913637	SH3 domain	https://www.orthodb.org/v10?query=15169at1913637
22467at1913637	chalcone isomerase	https://www.orthodb.org/v10?query=22467at1913637
11376at1913637	tRNA N6-adenosine threonylcarbamoyltransferase	https://www.orthodb.org/v10?query=11376at1913637
18116at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=18116at1913637
15630at1913637	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	https://www.orthodb.org/v10?query=15630at1913637
12824at1913637	TAP42-like protein	https://www.orthodb.org/v10?query=12824at1913637
16930at1913637	subunit ATP10 of the mitochondrial F1F0 ATP synthase	https://www.orthodb.org/v10?query=16930at1913637
502at1913637	Trafficking protein particle complex subunit 8-like	https://www.orthodb.org/v10?query=502at1913637
18410at1913637	tubby transcription factor, C-terminal	https://www.orthodb.org/v10?query=18410at1913637
18548at1913637	ankyrin repeat-containing domain protein	https://www.orthodb.org/v10?query=18548at1913637
6644at1913637	oligomeric Golgi complex subunit 6	https://www.orthodb.org/v10?query=6644at1913637
9715at1913637	Zf-ZPR1-domain-containing protein	https://www.orthodb.org/v10?query=9715at1913637
7165at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=7165at1913637
16948at1913637	GPN-loop GTPase	https://www.orthodb.org/v10?query=16948at1913637
17335at1913637	fatty acid elongase	https://www.orthodb.org/v10?query=17335at1913637
12302at1913637	Kynureninase	https://www.orthodb.org/v10?query=12302at1913637
1401at1913637	glycoside hydrolase family 37 protein	https://www.orthodb.org/v10?query=1401at1913637
9848at1913637	peptidase family M48-domain-containing protein	https://www.orthodb.org/v10?query=9848at1913637
24396at1913637	AP complex subunit sigma	https://www.orthodb.org/v10?query=24396at1913637
19472at1913637	DNA-directed RNA polymerase III subunit RPC8	https://www.orthodb.org/v10?query=19472at1913637
12069at1913637	Tetratricopeptide-like helical domain superfamily	https://www.orthodb.org/v10?query=12069at1913637
27068at1913637	hepatocellular carcinoma-associated antigen 59-domain-containing protein	https://www.orthodb.org/v10?query=27068at1913637
27723at1913637	Gamma-secretase aspartyl protease complex, presenilin enhancer-2 subunit	https://www.orthodb.org/v10?query=27723at1913637
129at1913637	DNA polymerase epsilon catalytic subunit	https://www.orthodb.org/v10?query=129at1913637
10958at1913637	Arginine N-methyltransferase 2	https://www.orthodb.org/v10?query=10958at1913637
28395at1913637	ER membrane protein complex subunit 4	https://www.orthodb.org/v10?query=28395at1913637
25634at1913637	ribosomal L27 protein-domain-containing protein	https://www.orthodb.org/v10?query=25634at1913637
6918at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=6918at1913637
2489at1913637	ubiquitin elongating factor core-domain-containing protein	https://www.orthodb.org/v10?query=2489at1913637
6258at1913637	XPG/Rad2 endonuclease	https://www.orthodb.org/v10?query=6258at1913637
21553at1913637	aminotransferase	https://www.orthodb.org/v10?query=21553at1913637
24219at1913637	U3 small nucleolar ribonucleoprotein protein MPP10	https://www.orthodb.org/v10?query=24219at1913637
22003at1913637	hypothetical protein RO3G_15541	https://www.orthodb.org/v10?query=22003at1913637
23159at1913637	RNA polymerase II subunit A	https://www.orthodb.org/v10?query=23159at1913637
29062at1913637	Thioredoxin	https://www.orthodb.org/v10?query=29062at1913637
30272at1913637	Ribosomal protein L35	https://www.orthodb.org/v10?query=30272at1913637
2851at1913637	Conserved oligomeric Golgi complex subunit 4	https://www.orthodb.org/v10?query=2851at1913637
3781at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=3781at1913637
13302at1913637	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=13302at1913637
12774at1913637	3-oxoacyl-	https://www.orthodb.org/v10?query=12774at1913637
1967at1913637	glycosyltransferase family 20 protein	https://www.orthodb.org/v10?query=1967at1913637
6013at1913637	ribosome biogenesis gtpase	https://www.orthodb.org/v10?query=6013at1913637
19024at1913637	Syntaxin-18	https://www.orthodb.org/v10?query=19024at1913637
25926at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=25926at1913637
28954at1913637	A0A1X2I1C9_9FUNG	https://www.orthodb.org/v10?query=28954at1913637
10106at1913637	Sorting nexin-like	https://www.orthodb.org/v10?query=10106at1913637
27117at1913637	Ribosomal protein L23/L15e core domain superfamily	https://www.orthodb.org/v10?query=27117at1913637
17063at1913637	Protein smg9	https://www.orthodb.org/v10?query=17063at1913637
3680at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=3680at1913637
4782at1913637	SH3 domain	https://www.orthodb.org/v10?query=4782at1913637
28195at1913637	Small nuclear ribonucleoprotein sm d3	https://www.orthodb.org/v10?query=28195at1913637
24131at1913637	Uracil phosphoribosyltransferase	https://www.orthodb.org/v10?query=24131at1913637
1694at1913637	Metalloenzyme, LuxS/M16 peptidase-like protein	https://www.orthodb.org/v10?query=1694at1913637
14337at1913637	MT-A70-like	https://www.orthodb.org/v10?query=14337at1913637
27096at1913637	bud site selection-related protein	https://www.orthodb.org/v10?query=27096at1913637
6108at1913637	pyridoxal phosphate-dependent transferase	https://www.orthodb.org/v10?query=6108at1913637
28250at1913637	ribosome biogenesis protein Nop16	https://www.orthodb.org/v10?query=28250at1913637
6201at1913637	RNA polymerase II assembly factor Rtp1, C-terminal	https://www.orthodb.org/v10?query=6201at1913637
1972at1913637	Ribosome biogenesis protein tsr1	https://www.orthodb.org/v10?query=1972at1913637
29554at1913637	Sm-like ribonucleo protein	https://www.orthodb.org/v10?query=29554at1913637
13117at1913637	dihydroorotase, homodimeric type	https://www.orthodb.org/v10?query=13117at1913637
10516at1913637	Ferrochelatase	https://www.orthodb.org/v10?query=10516at1913637
9981at1913637	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	https://www.orthodb.org/v10?query=9981at1913637
707at1913637	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=707at1913637
6077at1913637	UPF0061-domain-containing protein	https://www.orthodb.org/v10?query=6077at1913637
26208at1913637	S2JE89_MUCC1	https://www.orthodb.org/v10?query=26208at1913637
2987at1913637	n-alpha-acetyltransferase auxiliary subunit-like	https://www.orthodb.org/v10?query=2987at1913637
25648at1913637	density-regulated protein DRP1	https://www.orthodb.org/v10?query=25648at1913637
7923at1913637	Pyridoxal phosphate-dependent transferase	https://www.orthodb.org/v10?query=7923at1913637
16339at1913637	mitochondrial carrier	https://www.orthodb.org/v10?query=16339at1913637
20732at1913637	Alpha-N-methyltransferase NTM1	https://www.orthodb.org/v10?query=20732at1913637
965at1913637	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=965at1913637
1985at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=1985at1913637
16029at1913637	transcription factor Tfb4	https://www.orthodb.org/v10?query=16029at1913637
8009at1913637	armadillo-type protein	https://www.orthodb.org/v10?query=8009at1913637
4599at1913637	Ubiquitinyl hydrolase 1	https://www.orthodb.org/v10?query=4599at1913637
10946at1913637	26S protease regulatory subunit 8	https://www.orthodb.org/v10?query=10946at1913637
11594at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=11594at1913637
13602at1913637	Queuosine salvage protein	https://www.orthodb.org/v10?query=13602at1913637
6786at1913637	T-complex protein 1 subunit beta	https://www.orthodb.org/v10?query=6786at1913637
10115at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=10115at1913637
27652at1913637	Mitochondrial ribosomal protein L31-domain-containing protein	https://www.orthodb.org/v10?query=27652at1913637
17520at1913637	urease accessory protein UreG	https://www.orthodb.org/v10?query=17520at1913637
18750at1913637	Leucine-rich repeat	https://www.orthodb.org/v10?query=18750at1913637
27209at1913637	transcription factor TFIID complex subunit Taf13	https://www.orthodb.org/v10?query=27209at1913637
16770at1913637	mitochondrial carrier	https://www.orthodb.org/v10?query=16770at1913637
13114at1913637	26S proteasome non-ATPase regulatory subunit 6	https://www.orthodb.org/v10?query=13114at1913637
17826at1913637	Mannosyltransferase	https://www.orthodb.org/v10?query=17826at1913637
16462at1913637	Enoyl-CoA hydratase	https://www.orthodb.org/v10?query=16462at1913637
27581at1913637	Protein of unknown function DUF2039	https://www.orthodb.org/v10?query=27581at1913637
2948at1913637	Beta-lactamase-like protein	https://www.orthodb.org/v10?query=2948at1913637
29021at1913637	Splicing factor subunit	https://www.orthodb.org/v10?query=29021at1913637
3881at1913637	aspartyl-tRNA synthetase	https://www.orthodb.org/v10?query=3881at1913637
2962at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=2962at1913637
21541at1913637	Fcf1-domain-containing protein	https://www.orthodb.org/v10?query=21541at1913637
28089at1913637	Zinc finger, C2H2, LYAR-type	https://www.orthodb.org/v10?query=28089at1913637
12163at1913637	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	https://www.orthodb.org/v10?query=12163at1913637
11819at1913637	bifunctional chorismate mutase/prephenate dehydratase P-protein	https://www.orthodb.org/v10?query=11819at1913637
4806at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=4806at1913637
6903at1913637	Gpi transamidase component gpi16	https://www.orthodb.org/v10?query=6903at1913637
710at1913637	Methionine synthase	https://www.orthodb.org/v10?query=710at1913637
124at1913637	armadillo-type protein	https://www.orthodb.org/v10?query=124at1913637
8942at1913637	Metalloenzyme, LuxS/M16 peptidase-like protein	https://www.orthodb.org/v10?query=8942at1913637
4423at1913637	RZZ complex, subunit Zw10	https://www.orthodb.org/v10?query=4423at1913637
25203at1913637	Cytidylate kinase	https://www.orthodb.org/v10?query=25203at1913637
18652at1913637	Dolichol-phosphate mannosyltransferase	https://www.orthodb.org/v10?query=18652at1913637
7763at1913637	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit	https://www.orthodb.org/v10?query=7763at1913637
494at1913637	Mon2, C-terminal	https://www.orthodb.org/v10?query=494at1913637
416at1913637	phosphoribosylformylglycinamidine synthase	https://www.orthodb.org/v10?query=416at1913637
11327at1913637	Geranylgeranyl transferase type-1 subunit beta	https://www.orthodb.org/v10?query=11327at1913637
18069at1913637	KRR1 small subunit processome component	https://www.orthodb.org/v10?query=18069at1913637
12836at1913637	Dtdp-glucose 4,6-dehydratase	https://www.orthodb.org/v10?query=12836at1913637
16309at1913637	Metallo-dependent hydrolase	https://www.orthodb.org/v10?query=16309at1913637
15518at1913637	3-hydroxyacyl-CoA dehydrogenase	https://www.orthodb.org/v10?query=15518at1913637
5451at1913637	GDP/GTP exchange factor Sec2, N-terminal	https://www.orthodb.org/v10?query=5451at1913637
27567at1913637	DNA-directed RNA polymerase	https://www.orthodb.org/v10?query=27567at1913637
18001at1913637	AMMECR1	https://www.orthodb.org/v10?query=18001at1913637
11756at1913637	kinase-like domain-containing protein	https://www.orthodb.org/v10?query=11756at1913637
8887at1913637	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=8887at1913637
7153at1913637	Integrator complex subunit 11	https://www.orthodb.org/v10?query=7153at1913637
24451at1913637	Rho protein GDP-dissociation inhibitor	https://www.orthodb.org/v10?query=24451at1913637
17044at1913637	Proteasome subunit beta type	https://www.orthodb.org/v10?query=17044at1913637
17631at1913637	Rubisco LSMT, substrate-binding domain	https://www.orthodb.org/v10?query=17631at1913637
572at1913637	L-aminoadipate-semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=572at1913637
19079at1913637	A0A1C7N8K2_9FUNG	https://www.orthodb.org/v10?query=19079at1913637
16511at1913637	Ph-response regulator protein palc	https://www.orthodb.org/v10?query=16511at1913637
4678at1913637	digestive organ expansion factor-like protein	https://www.orthodb.org/v10?query=4678at1913637
5117at1913637	conserved oligomeric golgi complex subunit 5	https://www.orthodb.org/v10?query=5117at1913637
1804at1913637	Fanconi anemia group d2	https://www.orthodb.org/v10?query=1804at1913637
4177at1913637	Dihydroxy-acid dehydratase	https://www.orthodb.org/v10?query=4177at1913637
23834at1913637	Thiamine pyrophosphokinase	https://www.orthodb.org/v10?query=23834at1913637
3138at1913637	alpha-1,2-Mannosidase	https://www.orthodb.org/v10?query=3138at1913637
28113at1913637	Biogenesis of lysosome-related organelles complex 1 subunit 1-like protein	https://www.orthodb.org/v10?query=28113at1913637
22401at1913637	carbohydrate-binding module family 48 protein	https://www.orthodb.org/v10?query=22401at1913637
19427at1913637	tRNA-splicing endonuclease subunit Sen2	https://www.orthodb.org/v10?query=19427at1913637
3066at1913637	Ribosome biogenesis protein ERB1	https://www.orthodb.org/v10?query=3066at1913637
11990at1913637	Solanesyl pyrophosphate synthase	https://www.orthodb.org/v10?query=11990at1913637
13663at1913637	guanine nucleotide exchange factor	https://www.orthodb.org/v10?query=13663at1913637
16784at1913637	Prenylcysteine oxidase	https://www.orthodb.org/v10?query=16784at1913637
11937at1913637	Splicing factor, CC1-like protein	https://www.orthodb.org/v10?query=11937at1913637
21126at1913637	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	https://www.orthodb.org/v10?query=21126at1913637
8966at1913637	Mitochondrial chaperone BCS1	https://www.orthodb.org/v10?query=8966at1913637
2127at1913637	cysteine proteinase	https://www.orthodb.org/v10?query=2127at1913637
11392at1913637	Gamma-butyrobetaine hydroxylase	https://www.orthodb.org/v10?query=11392at1913637
27927at1913637	class I glutamine amidotransferase-like protein	https://www.orthodb.org/v10?query=27927at1913637
27850at1913637	DUF788-domain-containing protein	https://www.orthodb.org/v10?query=27850at1913637
578at1913637	rap/ran GTPase-activating protein	https://www.orthodb.org/v10?query=578at1913637
17989at1913637	Uracil-DNA glycosylase	https://www.orthodb.org/v10?query=17989at1913637
22905at1913637	Mitochondrial inner membrane protease subunit 2	https://www.orthodb.org/v10?query=22905at1913637
17884at1913637	tRNA(His) guanylyltransferase	https://www.orthodb.org/v10?query=17884at1913637
8453at1913637	Elongation factor Tu	https://www.orthodb.org/v10?query=8453at1913637
7404at1913637	Transcriptional adapter 2	https://www.orthodb.org/v10?query=7404at1913637
22074at1913637	pre-mRNA-splicing factor 38B-like	https://www.orthodb.org/v10?query=22074at1913637
102at1913637	Armadillo-type protein	https://www.orthodb.org/v10?query=102at1913637
26834at1913637	Mitochondrial ribosomal protein L37-domain-containing protein	https://www.orthodb.org/v10?query=26834at1913637
17998at1913637	EXS-domain-containing protein	https://www.orthodb.org/v10?query=17998at1913637
19831at1913637	Thioredoxin domain	https://www.orthodb.org/v10?query=19831at1913637
29960at1913637	MICOS complex subunit MIC10	https://www.orthodb.org/v10?query=29960at1913637
5066at1913637	Heat shock protein 70 family	https://www.orthodb.org/v10?query=5066at1913637
12064at1913637	Alpha-1,3-glucosyltransferase	https://www.orthodb.org/v10?query=12064at1913637
27543at1913637	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=27543at1913637
6262at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=6262at1913637
2324at1913637	Glutamine-dependent NAD(+) synthetase	https://www.orthodb.org/v10?query=2324at1913637
11678at1913637	Aminomethyltransferase	https://www.orthodb.org/v10?query=11678at1913637
28649at1913637	Protein of unknown function DUF3752	https://www.orthodb.org/v10?query=28649at1913637
16572at1913637	Extradiol aromatic ring-opening dioxygenase	https://www.orthodb.org/v10?query=16572at1913637
12506at1913637	Zinc finger C2H2-type	https://www.orthodb.org/v10?query=12506at1913637
13370at1913637	Ribokinase	https://www.orthodb.org/v10?query=13370at1913637
26761at1913637	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=26761at1913637
10581at1913637	glutathione synthase	https://www.orthodb.org/v10?query=10581at1913637
18770at1913637	DUF410-domain-containing protein	https://www.orthodb.org/v10?query=18770at1913637
1698at1913637	Phosphatidylinositol 3-kinase VPS34	https://www.orthodb.org/v10?query=1698at1913637
13905at1913637	Farnesyl pyrophosphate synthase	https://www.orthodb.org/v10?query=13905at1913637
4859at1913637	Lysine--tRNA ligase	https://www.orthodb.org/v10?query=4859at1913637
3837at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=3837at1913637
9350at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=9350at1913637
29231at1913637	Rpr2-domain-containing protein	https://www.orthodb.org/v10?query=29231at1913637
22573at1913637	A0A1X2G959_9FUNG	https://www.orthodb.org/v10?query=22573at1913637
1554at1913637	WD40 repeat	https://www.orthodb.org/v10?query=1554at1913637
9444at1913637	cop9 signalosome complex subunit 2 isoform 1	https://www.orthodb.org/v10?query=9444at1913637
8232at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=8232at1913637
4280at1913637	Cullin	https://www.orthodb.org/v10?query=4280at1913637
21347at1913637	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase	https://www.orthodb.org/v10?query=21347at1913637
11789at1913637	RNA 3'-terminal phosphate cyclase	https://www.orthodb.org/v10?query=11789at1913637
6453at1913637	2-isopropylmalate synthase	https://www.orthodb.org/v10?query=6453at1913637
7485at1913637	Tyrosine--tRNA ligase	https://www.orthodb.org/v10?query=7485at1913637
29523at1913637	UDP-N-acetylglucosamine transferase subunit ALG13	https://www.orthodb.org/v10?query=29523at1913637
17092at1913637	S-methyl-5'-thioadenosine phosphorylase	https://www.orthodb.org/v10?query=17092at1913637
5113at1913637	T-complex protein 1 subunit eta	https://www.orthodb.org/v10?query=5113at1913637
26374at1913637	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=26374at1913637
16243at1913637	Exonuclease 3'-5' domain-containing protein 2	https://www.orthodb.org/v10?query=16243at1913637
2540at1913637	DNA helicase	https://www.orthodb.org/v10?query=2540at1913637
2413at1913637	Dihydropteroate synthase	https://www.orthodb.org/v10?query=2413at1913637
16101at1913637	Anthranilate phosphoribosyltransferase	https://www.orthodb.org/v10?query=16101at1913637
14331at1913637	cop9 signalosome complex subunit 5a-like	https://www.orthodb.org/v10?query=14331at1913637
23749at1913637	predicted actin-bundling protein	https://www.orthodb.org/v10?query=23749at1913637
19124at1913637	Methyltransferase-like protein	https://www.orthodb.org/v10?query=19124at1913637
3626at1913637	Oligosaccharyl transferase STT3 subunit	https://www.orthodb.org/v10?query=3626at1913637
11894at1913637	SKI-interacting protein, SKIP	https://www.orthodb.org/v10?query=11894at1913637
26259at1913637	thioredoxin domain-containing protein 17-like protein	https://www.orthodb.org/v10?query=26259at1913637
25160at1913637	SET domain-containing protein	https://www.orthodb.org/v10?query=25160at1913637
2329at1913637	Histidine biosynthesis trifunctional protein	https://www.orthodb.org/v10?query=2329at1913637
1270at1913637	DNA polymerase	https://www.orthodb.org/v10?query=1270at1913637
21536at1913637	60S ribosome subunit biogenesis protein NIP7	https://www.orthodb.org/v10?query=21536at1913637
10694at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=10694at1913637
8027at1913637	ATP-dependent DNA ligase	https://www.orthodb.org/v10?query=8027at1913637
6191at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=6191at1913637
17945at1913637	Adenylate kinase	https://www.orthodb.org/v10?query=17945at1913637
29763at1913637	Protein Pet117, mitochondrial	https://www.orthodb.org/v10?query=29763at1913637
25167at1913637	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1	https://www.orthodb.org/v10?query=25167at1913637
23128at1913637	Inosine triphosphate pyrophosphatase	https://www.orthodb.org/v10?query=23128at1913637
12000at1913637	Condensin complex subunit 2	https://www.orthodb.org/v10?query=12000at1913637
5359at1913637	Protein arginine N-methyltransferase	https://www.orthodb.org/v10?query=5359at1913637
10210at1913637	PUA domain	https://www.orthodb.org/v10?query=10210at1913637
28044at1913637	Succinate dehydrogenase assembly factor 2, mitochondrial	https://www.orthodb.org/v10?query=28044at1913637
29375at1913637	NADH dehydrogenase 1 alpha subcomplex subunit 1 NDUFA1	https://www.orthodb.org/v10?query=29375at1913637
19053at1913637	ATP12-domain-containing protein	https://www.orthodb.org/v10?query=19053at1913637
7191at1913637	Threonine synthase	https://www.orthodb.org/v10?query=7191at1913637
16995at1913637	Proteasome subunit beta	https://www.orthodb.org/v10?query=16995at1913637
14123at1913637	NAD(P)-binding protein	https://www.orthodb.org/v10?query=14123at1913637
16882at1913637	Pre-mRNA-splicing factor 18	https://www.orthodb.org/v10?query=16882at1913637
7063at1913637	Mannosyltransferase	https://www.orthodb.org/v10?query=7063at1913637
989at1913637	Elongator complex protein 1	https://www.orthodb.org/v10?query=989at1913637
16153at1913637	Elongator complex protein 6	https://www.orthodb.org/v10?query=16153at1913637
13889at1913637	Zinc finger, PHD-type	https://www.orthodb.org/v10?query=13889at1913637
14994at1913637	3-hydroxyisobutyrate dehydrogenase	https://www.orthodb.org/v10?query=14994at1913637
5976at1913637	GMP synthase	https://www.orthodb.org/v10?query=5976at1913637
13592at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=13592at1913637
1615at1913637	Peroxisomal hydratase-dehydrogenase-epimerase	https://www.orthodb.org/v10?query=1615at1913637
12349at1913637	Cell division control protein 73, C-terminal	https://www.orthodb.org/v10?query=12349at1913637
2605at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=2605at1913637
598at1913637	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=598at1913637
8634at1913637	Signal recognition particle 54 kDa protein	https://www.orthodb.org/v10?query=8634at1913637
27953at1913637	mitogen-activated protein kinase	https://www.orthodb.org/v10?query=27953at1913637
14850at1913637	DNA-directed RNA polymerase, insert domain	https://www.orthodb.org/v10?query=14850at1913637
29296at1913637	COX assembly mitochondrial protein	https://www.orthodb.org/v10?query=29296at1913637
28272at1913637	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=28272at1913637
23263at1913637	5-formyltetrahydrofolate cyclo-ligase	https://www.orthodb.org/v10?query=23263at1913637
13236at1913637	putative RNA polymerase II subunit B1 CTD phosphatase rtr1	https://www.orthodb.org/v10?query=13236at1913637
22180at1913637	Trafficking protein particle complex subunit BET3	https://www.orthodb.org/v10?query=22180at1913637
18450at1913637	SOS response associated peptidase-like	https://www.orthodb.org/v10?query=18450at1913637
14682at1913637	CTLH, C-terminal LisH motif	https://www.orthodb.org/v10?query=14682at1913637
22124at1913637	carbon-nitrogen hydrolase	https://www.orthodb.org/v10?query=22124at1913637
23293at1913637	3-hydroxyanthranilate 3,4-dioxygenase	https://www.orthodb.org/v10?query=23293at1913637
20616at1913637	Proteasome subunit beta type	https://www.orthodb.org/v10?query=20616at1913637
12351at1913637	Galactokinase	https://www.orthodb.org/v10?query=12351at1913637
19993at1913637	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=19993at1913637
22130at1913637	Mitochondrial carrier	https://www.orthodb.org/v10?query=22130at1913637
12299at1913637	Lipoyl synthase, mitochondrial	https://www.orthodb.org/v10?query=12299at1913637
24053at1913637	optic atrophy 3 protein-domain-containing protein	https://www.orthodb.org/v10?query=24053at1913637
3731at1913637	Eukaryotic translation initiation factor 3 subunit A	https://www.orthodb.org/v10?query=3731at1913637
30550at1913637	like-Sm ribonucleo protein	https://www.orthodb.org/v10?query=30550at1913637
27448at1913637	Mediator complex, subunit Med21	https://www.orthodb.org/v10?query=27448at1913637
16232at1913637	Lipoyltransferase and lipoate-protein ligase	https://www.orthodb.org/v10?query=16232at1913637
22942at1913637	Snf7 family	https://www.orthodb.org/v10?query=22942at1913637
5074at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=5074at1913637
6588at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=6588at1913637
22250at1913637	S-adenosyl-L-methionine-dependent methyltransferase	https://www.orthodb.org/v10?query=22250at1913637
14772at1913637	nitrogen permease regulator of amino acid transport activity 3-domain-containing protein	https://www.orthodb.org/v10?query=14772at1913637
24367at1913637	cytochrome c oxidase assembly protein CtaG/Cox11	https://www.orthodb.org/v10?query=24367at1913637
9279at1913637	ABC1-domain-containing protein	https://www.orthodb.org/v10?query=9279at1913637
16650at1913637	GLTSCR protein, conserved region	https://www.orthodb.org/v10?query=16650at1913637
19119at1913637	3-hydroxyacyl-CoA dehydrogenase	https://www.orthodb.org/v10?query=19119at1913637
6162at1913637	Homogentisate 1,2-dioxygenase	https://www.orthodb.org/v10?query=6162at1913637
10033at1913637	DNA-(apurinic or apyrimidinic site) lyase	https://www.orthodb.org/v10?query=10033at1913637
25612at1913637	Snf7 family	https://www.orthodb.org/v10?query=25612at1913637
20761at1913637	HAD superfamily	https://www.orthodb.org/v10?query=20761at1913637
4732at1913637	Threonine dehydratase	https://www.orthodb.org/v10?query=4732at1913637
19807at1913637	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=19807at1913637
29805at1913637	Histone acetyltransferase subunit NuA4-domain-containing protein	https://www.orthodb.org/v10?query=29805at1913637
16046at1913637	Haloacid dehalogenase-like hydrolase domain-containing protein 2	https://www.orthodb.org/v10?query=16046at1913637
29430at1913637	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=29430at1913637
4306at1913637	Armadillo-type protein	https://www.orthodb.org/v10?query=4306at1913637
25361at1913637	Inositol-pentakisphosphate 2-kinase	https://www.orthodb.org/v10?query=25361at1913637
7224at1913637	WD40 repeat	https://www.orthodb.org/v10?query=7224at1913637
8133at1913637	Autophagy protein Apg6-domain-containing protein	https://www.orthodb.org/v10?query=8133at1913637
2259at1913637	Spindle pole body component	https://www.orthodb.org/v10?query=2259at1913637
8899at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=8899at1913637
17027at1913637	Mitochondrial carrier	https://www.orthodb.org/v10?query=17027at1913637
25157at1913637	Zinc finger, AN1-type	https://www.orthodb.org/v10?query=25157at1913637
25507at1913637	Signal peptidase complex subunit 2	https://www.orthodb.org/v10?query=25507at1913637
10494at1913637	Armadillo-type protein	https://www.orthodb.org/v10?query=10494at1913637
6738at1913637	nudix family protein	https://www.orthodb.org/v10?query=6738at1913637
16217at1913637	Glucose-6-phosphate 1-epimerase	https://www.orthodb.org/v10?query=16217at1913637
21022at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=21022at1913637
9518at1913637	RuvB-like helicase	https://www.orthodb.org/v10?query=9518at1913637
9360at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=9360at1913637
12483at1913637	Ribonuclease	https://www.orthodb.org/v10?query=12483at1913637
9022at1913637	Metallo-dependent phosphatase-like protein	https://www.orthodb.org/v10?query=9022at1913637
